merval,spread,valor transado,LIX
403.25386,0.819665624,816582.6119,6.228200364
403.25386,0.825604429,822421.8039,6.230316333
398.80049,0.970430359,1644799.019,6.410844297
396.54228,1.162406398,1118364.659,6.372415733
390.00968,0.803226669,772211.6783,6.06507967
387.78346,1.077789888,626999.883,6.016071273
392.10136,0.919607219,789523.2269,6.026203993
401.78061,1.384166017,1407280.591,6.570204683
393.43396,1.182571129,1950226.198,6.2504529
398.75741,1.561130113,2009333.097,6.676174893
408.73311,1.746876443,601028.5666,6.341818064
404.28561,1.814781868,1447181.19,6.509912339
411.27281,1.347674284,1453826.401,6.608326011
411.27281,1.347674284,1453826.401,6.608326011
411.06473,1.401127785,955743.8201,6.639336712
422.14512,1.570441057,906026.4277,6.239906117
421.20581,1.568105275,941578.6341,6.423880677
436.86807,1.5190035,1104098.101,6.426094393
443.42793,1.985239065,987625.151,6.383304914
452.58725,2.206550962,1878858.881,6.485528123
437.99332,1.50470342,1302656.076,6.130273799
442.31544,1.681745959,842071.8368,6.337346281
446.83095,2.073821672,946579.8544,6.394586607
448.76879,1.976317441,919275.45,6.539774484
451.01955,1.489352639,965499.4236,6.41850751
443.19133,1.418657838,791159.1556,6.169885137
441.69647,0.966263068,495510.5736,5.867515563
436.99421,1.680014613,849706.5202,6.468573026
429.30448,2.330198617,836043.3793,6.27791363
433.38906,2.137629073,1040590.587,6.302952231
441.78332,1.784622189,907565.8967,6.445401291
445.75168,1.4239251,771381.3375,6.313975021
445.17351,1.682904798,1005021.494,6.228859705
447.60052,2.13759811,725604.7485,6.351208763
457.7008,1.691252639,1220286.487,6.340923231
458.74197,2.340404663,2634936.165,6.518830241
462.17045,2.010788592,1138021.797,6.431793322
471.29733,1.939843826,930339.4802,6.277050385
485.95857,1.899956446,1116565.634,6.572067581
505.07482,1.202144515,1738494.505,6.587310904
498.91873,2.16324425,1537152.479,6.500465471
491.14669,1.513044529,1273249.763,6.540230988
491.14669,1.51527536,1280113.689,6.539433895
498.2953,1.993751262,1136865.426,6.5074941
499.52695,1.950403524,1190973.785,6.620348503
508.96602,1.704718024,1666502.954,6.613764469
500.46247,2.228657238,1723451.385,6.67441843
500.54341,1.056153623,1047978.66,6.522684671
492.3235,2.00704203,1551756.06,6.865865192
502.83301,1.685471141,1273721.82,6.279051126
503.52916,1.213269934,1073994.424,6.377752799
505.59856,1.793970084,969943.6211,6.510846276
510.01569,1.768206222,449481.3722,6.165592553
520.87507,1.320421579,1548305.035,6.540151897
525.71203,2.862545377,1011211.227,6.581907193
535.04616,2.357349793,1384529.9,6.649408257
536.98858,1.915766186,1070040.598,6.503406395
560.77458,3.307387578,1645078.811,6.48485762
579.46244,2.444944473,2441533.28,6.910629831
580.0416,2.119970866,2089357.651,6.495366819
561.90659,1.555288173,1131665.419,6.43517033
573.71151,1.571992439,2660940.906,6.545927559
594.03503,2.260839312,1288027.077,6.528424451
591.45664,2.153337523,1205102.354,6.563400128
601.21705,1.592156709,2896330.688,6.436610934
604.29068,2.281730538,1746328.071,6.42088025
606.0034,1.267826815,1365623.981,6.297236873
627.83159,1.612241359,1020250.286,6.448765432
617.39289,1.74522311,1501969.622,6.349284053
615.65651,2.230011615,1215583.306,6.524690894
622.31273,1.635627265,1284695.757,6.375357886
609.08102,1.283781157,814812.1873,6.054116828
614.65723,1.611632995,2169944.934,6.735045402
631.43946,1.282598284,919655.9217,6.293500826
623.46949,1.226237623,965797.0226,6.484566358
622.1861,0.911757589,999296.1875,6.305819133
622.79071,1.830631919,964522.2366,6.290764848
632.29022,1.53125013,675754.4077,6.448432601
634.69777,1.063070501,1142696.522,6.531142971
642.29897,1.879008694,992789.4933,6.358835918
672.75005,2.165961384,1495216.564,6.476836648
685.90383,2.155833328,1089484.518,6.467071685
685.90383,2.156042026,1088302.42,6.466808337
689.52831,2.530045817,1028182.979,6.655814441
681.35207,2.181428505,1520397.858,6.666829876
699.68379,2.156542727,1315378.827,6.485767977
713.33208,2.453951748,1434840.772,6.612401011
740.12086,1.550840919,2359088.282,6.542767866
729.99675,2.215706355,2258263.297,6.622534271
692.82315,1.476268474,1412602.799,6.416616567
735.18528,1.764837759,1264363.012,6.491577059
715.97422,1.393305537,1057368.967,6.508048879
702.62113,2.203683958,2148475.342,6.619484878
663.80773,1.697825192,1522382.031,6.351373429
665.36442,1.317286256,1013888.052,6.185155855
657.93845,1.781674685,1094820.097,6.258963417
647.6225,1.567453574,999038.577,6.367910311
661.90364,2.000347816,806767.2006,6.267751647
703.64717,1.658111384,1007546.326,6.326925131
703.64717,1.657889269,1005613.351,6.326662151
679.09614,1.829548894,1387840.047,6.171640062
678.10215,1.380429367,1316952.32,6.335620109
693.04974,1.663434968,1122959.826,6.407993048
676.07192,1.561000297,827883.3462,6.150851986
671.4857,1.936207311,928262.7133,6.346493397
703.88842,1.856556296,1095442.791,6.467633887
717.87883,1.970330508,949047.2551,6.474952032
710.18559,2.162679125,1853821.753,6.560595171
653.73619,1.439804432,1842240.856,6.468030814
682.95898,1.38847963,1776344.606,6.353693356
686.5363,1.644823705,1135065.052,6.542169513
704.70404,1.794760353,582810.9479,6.089121916
704.70404,1.792189993,585889.0556,6.090831899
738.90812,1.446867924,3578784.307,6.543556179
729.08511,1.416288715,3308415.207,6.558671857
746.44945,1.553700121,1182950.39,6.421496068
741.35444,1.102772603,1279993.315,6.419522031
720.80383,1.383990575,3717629.706,6.556222594
682.97211,1.000958642,2439193.767,6.55294403
683.30564,1.521185119,1132998.751,6.50169078
679.98169,0.95458603,1752670.535,6.527543003
679.8879,1.114222182,1964318.702,6.660823234
679.88316,1.136519326,631045.7014,6.179957128
666.05144,1.274309795,1014802.038,6.216402823
662.076,1.092522504,1379843.402,6.273927728
664.28503,1.485662454,1010413.087,6.345596856
665.92051,1.02675923,746771.9074,6.26213764
679.78368,0.870809269,1893432.885,6.427862456
689.35848,1.390526599,1469244.622,6.173355462
680.70849,1.264325344,1405631.783,6.354418907
668.2172,1.572731427,1592937.983,6.269858899
655.82499,1.382136157,1474422.17,6.413837525
667.15472,1.412904994,1000035.474,6.321939426
667.15472,1.412904994,1000035.474,6.321939426
667.15472,1.412904994,1000035.474,6.321939426
651.45771,1.153663996,1821771.534,6.525496271
660.53913,1.566735401,1037337.852,6.030734372
655.85533,1.280335304,761043.4817,6.192916372
655.85533,1.280335304,761043.4817,6.192916372
655.85533,1.280335304,761043.4817,6.192916372
645.73917,0.997270233,473835.6974,5.935426888
656.01727,1.156614984,511387.43,5.99255249
639.84016,1.338769968,542736.7698,6.243115767
649.01569,1.223359007,660244.9018,6.086132859
654.97918,1.243557403,800023.1495,6.270724795
646.24381,1.233743634,878106.1529,6.196967799
654.44551,1.484513844,941377.8377,6.198837197
661.68369,1.424033619,650254.5787,6.266942867
656.87841,1.244167461,679428.0697,6.222784549
671.12661,1.216249512,899108.6138,6.236702407
681.10486,1.90054598,1461378.561,6.441996773
683.70608,1.391035181,1082915.972,6.247889307
688.8749,1.243338509,434122.3003,5.9365411
672.92351,1.330769543,1064743.772,6.059432024
665.98125,1.373325892,1464858.114,6.278963209
559.35472,1.493296902,2558128.769,6.505796147
534.84161,0.793169307,1779845.203,6.244632558
543.26023,1.206218661,979518.4618,6.116379378
548.35443,1.141587399,737186.4874,6.145076409
543.96017,1.399448565,986193.318,6.159963755
563.55348,1.412368348,1200339.113,6.197268321
576.92327,1.201198643,1895929.004,6.249034622
585.13144,1.320189379,1567918.23,6.300292786
592.54809,2.006904057,1498159.225,6.538124865
581.6443,1.509366687,1710654.361,6.134667007
576.46529,1.162865513,1432193.999,6.232055284
553.14943,1.159776082,1526641.022,6.045074075
532.01022,1.231637262,943647.9851,6.236124628
554.49872,1.555210185,999701.2647,5.943403182
586.39667,1.262639827,1440989.909,6.285437322
593.33547,1.574156036,995426.3929,6.264910978
616.0848,1.41105927,1237163.836,6.226994355
628.72697,1.484068089,331215.7988,5.884278825
621.09545,1.51107325,1375987.36,6.483329993
608.21208,1.69836132,1192900.257,6.310201018
611.15681,1.920728055,867690.1389,6.383158802
602.26827,1.61328154,1181391.039,6.343267274
609.34316,1.439260252,1547455.821,6.434257084
593.8137,1.624096308,1111273.024,6.323684959
592.00675,1.283405773,792262.2319,6.340868204
586.46448,1.386425791,1243920.825,6.480659078
589.19887,1.178293132,1016499.6,6.451333479
589.19887,1.178293132,1016499.6,6.451333479
589.19887,1.178293132,1016499.6,6.451333479
584.29574,1.061665624,537574.2302,6.079064176
603.09995,1.241193896,974545.5878,6.317779565
603.5314,1.491088995,845895.9157,6.232269786
592.8855,1.544998587,654123.5096,6.274675652
586.57868,1.445968914,584203.0162,6.326090263
581.77178,1.50543657,721805.0305,6.197211873
575.16509,1.73735791,917970.2076,6.187434453
585.47873,2.232520399,992558.6575,6.497834049
586.89102,1.767231611,593116.9752,6.278901366
597.09325,1.780197394,1358643.384,6.540461163
592.62538,1.599693269,1222608.337,6.478075338
599.97363,1.745683472,965231.3539,6.333901847
613.89408,1.985430846,930135.6288,6.345399817
613.89408,1.982284464,922699.0675,6.343519952
619.53462,2.07834586,1097699.81,6.47636375
615.96831,1.848670038,781410.4988,6.284312619
623.25672,1.580831964,1192983.743,6.515075018
622.85696,1.101418456,940651.8489,6.233845208
641.32944,1.304993249,1208019.399,6.480937852
650.13626,1.987882346,1203983.309,6.652456867
650.13626,1.985648654,1194860.608,6.651274111
657.98983,1.557260281,969599.5555,6.318279535
646.64625,1.813611829,1662203.417,6.626259829
650.74683,2.060888478,1278901.631,6.398119615
657.8779,1.450099425,1515982.631,6.466953553
657.63068,1.800183152,1090158.355,6.525338429
663.1304,1.785196249,490275.5628,6.291008642
657.36584,1.350088842,863539.8824,6.395198145
649.40754,1.214707498,551325.0102,6.090315397
640.6166,1.206409614,1235405.704,6.601462813
654.06122,1.520748294,563757.1656,6.047252279
654.06122,1.515723792,556921.9125,6.04389473
654.06122,1.515723792,556921.9125,6.04389473
651.37389,1.448354072,455865.9043,6.147673478
675.16029,1.657626238,829126.1465,6.33775977
687.34878,1.813829903,1207836.221,6.566439392
688.7632,2.05757657,881987.1175,6.458476231
668.14853,1.486780273,1143383.429,6.189560983
691.01157,1.198560621,1021329.737,6.204777515
692.54677,1.803589377,1074262.701,6.538629176
692.23646,1.332765783,773191.5378,6.044028202
692.23646,1.332765783,773191.5378,6.044028202
692.23646,1.319746536,752636.2706,6.035768112
704.61027,2.01702524,688039.7136,6.45194807
693.19543,2.10777459,1798376.71,6.517089425
705.71539,1.731146045,1265695.659,6.475635765
693.94167,1.861173726,1498974.306,6.675796559
699.19543,1.549197159,1224013.506,6.545404074
696.64469,1.86236879,821792.3675,6.581920023
696.88073,1.756323274,780017.0453,6.361643612
696.65036,1.539238597,1263094.735,6.576557894
681.07773,1.043861822,1167774.124,6.439272546
690.63329,1.259842209,1294132.361,6.560058267
717.40479,1.507005742,1546696.898,6.257761466
725.12343,1.268284744,1801336.208,6.428681404
731.41801,1.596358202,1456168.463,6.405229121
745.78615,1.764513033,1237464.72,6.638843553
752.67184,1.656075074,1515647.577,6.592952888
762.39242,2.096694425,667598.8673,6.315519046
762.81174,1.480449868,2503096.734,6.680694317
774.12224,1.425858611,1472342.589,6.495790515
794.49742,1.824547787,1412563.964,6.434608325
786.13421,1.703610234,1520441.172,6.496723498
784.71334,1.833154045,1323459.256,6.397662085
787.2485,1.080694192,1538775.011,6.454913388
786.49211,1.771034293,1122134.482,6.41585687
800.25111,1.597932898,926801.5813,6.286754768
802.02999,2.547697432,976092.8023,6.342690339
845.41328,1.407941371,1509714.875,6.404310146
832.66644,1.712298028,1861160.719,6.550331359
821.04292,1.741035485,2184207.653,6.626033933
819.28772,1.668728647,907274.2095,6.362284782
817.80916,1.604457593,1063909.043,6.508130015
718.70952,0.805521884,3663388.556,6.72753239
746.49951,1.162386927,3996824.242,6.55816313
773.84511,1.41711721,3492921.688,6.6653389
731.93004,1.310913282,2108943.788,6.576134439
731.93004,1.311637446,2117081.941,6.576451473
813.72836,1.157510874,3310962.307,6.6189861
805.90463,1.093533836,1318999.148,6.267195406
817.09522,1.280736148,1574152.048,6.484986596
797.02366,0.986240287,1453685.273,6.509084069
803.66457,1.422490127,1013148.478,6.233676805
803.66947,1.478494353,905820.8679,6.352967385
827.49324,0.504847734,1024077.559,6.374691386
