,Merval,Spread,Valor transado (promedio),LIX,Valor transado (suma)
447,1050.81746,1.573365166,3617746.083,6.71765709,16281905.28
448,1071.8743,1.800511605,2626194.79,6.810507665,11964266.11
449,1078.22589,1.639263194,2110904.029,6.47211309,8581791.8
450,1048.67788,1.457137581,2651360.667,6.560219399,12335499.26
451,1003.00558,1.302353246,2339508.0,6.486104065,13739832.27
452,1002.06481,1.671820226,1916155.913,6.645693137,11689386.03
453,1031.94977,1.696339507,2458278.302,6.799258759,12969960.87
454,1022.76858,1.527329139,1840705.643,6.516641169,11477055.76
455,1029.58369,1.550266172,2045026.625,6.677849972,12881764.09
456,1029.58369,1.539949497,2047864.039,6.669982533,12881764.09
457,952.8202,1.398416445,4036172.998,6.778229612,21748856.01
458,886.65949,1.472584223,2977836.698,6.490785617,20734419.45
459,931.2655,1.417184134,4279221.833,6.841631965,24934380.73
460,889.86787,1.353194693,1779829.62,6.509977276,12319628.84
461,815.31301,1.108096798,2938201.301,6.407923406,18803150.56
462,818.69306,1.117600167,5772090.852,6.722683066,27762006.8
463,851.96676,1.529240291,4710672.337,7.003264926,21676921.64
464,842.85531,1.301359224,3113576.553,6.565308238,16730641.33
465,856.75918,1.283499827,2665740.819,6.897233608,16291905.78
466,872.43565,1.402684165,2287023.261,6.679305903,13630947.18
467,897.00246,1.378589154,3193484.217,6.87981933,16820310.76
468,897.00246,1.378589154,3193484.217,6.87981933,16820310.76
469,897.00246,1.378589154,3193484.217,6.87981933,16820310.76
470,897.00246,1.367712027,3177019.993,6.872866545,16820310.76
471,908.76795,1.169883134,2436870.801,6.636049878,12421470.15
472,915.82456,1.144241077,3357237.846,6.707662654,21645832.7
473,915.82456,1.144241077,3357237.846,6.707662654,21645832.7
474,915.82456,1.144241077,3357237.846,6.707662654,21645832.7
475,941.39386,1.023363597,2544414.667,6.645144923,12652250.49
476,892.89235,1.221337129,2687355.324,6.541961874,13973272.88
477,887.8874,1.344554455,2130992.249,6.555125739,10596531.25
478,900.16089,1.299981007,2056113.856,6.649546119,10761126.72
479,907.5914,1.598330018,3390394.308,6.743051438,14380961.35
480,912.8086,1.52168312,1741163.526,6.519959651,8606872.79
481,896.75959,1.315030615,2294249.909,6.668590297,10052203.83
482,896.50348,1.374929932,1826078.318,6.693430648,11737009.4
483,921.82609,1.567669436,1766041.823,6.61993687,10813896.24
484,920.03025,1.720956062,1540639.511,6.748834847,10455671.85
485,937.02287,1.640132556,1994777.522,6.827057461,10508028.0
486,936.61332,1.294971694,804791.4978,6.351202087,5250928.61
487,934.38894,1.493747347,1448018.535,6.532379272,8995527.73
488,937.52495,1.690404384,1174709.28,6.582112412,8660583.09
489,944.08945,1.805784922,1765095.762,6.826129339,11123832.74
490,946.37884,1.790750543,1189862.229,6.539966121,8504934.81
491,954.82151,1.469612183,1128645.909,6.643562185,8091650.49
492,974.62918,1.616546226,2275086.703,6.663661963,16088104.02
493,964.15612,1.452469487,2890607.837,6.698886155,15006950.07
494,940.68886,1.446190059,3030419.179,6.645135318,11452408.37
495,942.16331,1.58575237,3617688.516,6.792595682,14977984.82
496,947.68718,1.380396837,1769863.862,6.60147963,9919917.99
497,973.80592,1.643472265,3056485.344,6.782842383,18329308.21
498,974.03058,1.698306265,3021695.8,6.720184082,16472947.87
499,993.73953,1.940353171,1860425.103,6.757550805,13175376.54
500,995.36887,1.546913291,3185503.583,6.781912123,15587453.91
501,1000.51938,1.732792045,1434482.388,6.577580965,9324364.28
502,1001.84174,2.011205606,2388299.278,6.675147507,15155890.32
503,1016.65572,1.929678541,2161217.412,6.80595104,12562275.88
504,1034.62485,2.084980302,1994561.525,6.924766851,14170045.59
505,1062.08604,2.16846427,2486274.693,7.039359797,18827494.17
506,1062.08604,2.16846427,2486274.693,7.039359797,18827494.17
507,1062.08604,2.16846427,2486274.693,7.039359797,18827494.17
508,1058.59144,1.849875587,1588923.557,6.634306794,15928775.18
509,1057.63698,2.07330439,1769309.734,6.845174342,17763947.92
510,1069.76314,2.300981803,1665676.738,6.824216862,16214014.17
511,1095.41875,2.255403755,2187684.975,6.880693839,24630082.91
512,1107.23433,2.040951419,1222600.599,6.755739088,15432458.43
513,1101.48493,2.169780012,3900210.326,6.995326184,20180746.05
514,1074.50848,1.832662524,1664958.623,6.695046587,14875345.36
515,1100.89047,1.839881926,1526884.723,6.73332233,13476042.71
516,1102.53779,1.864940742,1324901.088,6.635657932,11020193.91
517,1112.06115,1.681567607,1215101.707,6.742086688,12851438.08
518,1118.00933,2.089181215,2914445.962,6.991289507,17287016.49
519,1157.78113,2.364116348,3022530.987,7.158054865,24156452.46
520,1162.34616,2.485281275,2657172.562,7.018356759,19122311.0
521,1186.5578,2.325242545,2748130.764,6.868391178,20585240.47
522,1169.34005,1.904766079,2322354.964,6.843817369,20796122.55
523,1209.64766,2.491768131,2069470.862,7.013813625,21174194.3
524,1210.70672,2.046570458,2669797.015,6.777084141,26137266.71
525,1238.76547,2.066599981,2484304.965,7.034666233,24247093.28
526,1307.74311,2.42531105,3366705.688,6.973262968,36501034.45
527,1338.60967,2.164958861,4289131.295,7.132597847,42219512.41
528,1364.7722,1.954980805,3398245.293,6.7923532,27740702.76
529,1358.5352,1.726908384,3523937.317,6.903272999,33975394.63
530,1381.24574,2.101839361,2872293.898,6.937809012,25797091.45
531,1381.24574,2.107006213,2869801.725,6.940200922,25797091.45
532,1381.24574,2.110004406,2868361.176,6.941583516,25797091.45
533,1334.43955,2.223008081,1941367.963,6.844827812,16894456.31
534,1244.64038,1.73541731,2135854.193,6.694752283,27292270.5
535,1266.65721,1.561913758,1589160.274,6.640361054,19438245.74
536,1298.08393,1.819756565,1802199.397,6.750530722,19380168.42
537,1274.55957,1.537608632,6262806.959,6.99821624,34061278.61
538,1292.76036,1.87930214,3966419.31,7.000763815,22239864.34
539,1292.76036,1.892449991,4054001.651,7.015048882,22239864.34
540,1292.76036,1.892449991,4054001.651,7.015048882,22239864.34
541,1314.79063,2.225097702,4488671.887,7.022477681,28334961.52
542,1300.70517,2.043571677,2687872.045,6.966098704,17762048.59
543,1288.16343,1.874565564,2760251.988,6.782787099,20010003.87
544,1286.73978,2.243051383,3336165.177,7.000265005,18557806.69
545,1305.85749,2.614611385,3662355.345,7.161423574,23337988.22
546,1286.54658,2.223495136,3669379.356,7.034263389,21444535.27
547,1292.56358,2.600267316,3207989.806,6.930726124,20836653.27
548,1280.34743,2.506777507,5674085.533,7.030793955,33400448.1
549,1273.46421,2.216954004,6061908.785,7.120914114,29420760.98
550,1256.60688,2.3523119,4566932.014,7.146451877,27287202.14
551,1220.28389,1.873918829,2778181.609,6.797807438,18805930.37
552,1189.21721,2.119596481,4351132.629,6.949276825,19620039.08
553,1223.41612,2.246118892,4333439.969,6.998454893,22210817.73
554,1259.73074,2.014719783,4939108.63,6.880387876,24633581.47
555,1263.02,2.114568377,5692490.824,7.23644355,27422352.95
556,1252.48524,2.010537915,4062563.894,6.804434592,16808358.91
557,1261.43453,1.891375845,5488149.014,6.913194952,22704537.28
558,1259.34804,1.718343763,3528825.055,6.934709083,19454471.29
559,1237.32009,1.695725828,1838343.661,6.753930474,14546986.75
560,1237.32009,1.695725828,1838343.661,6.753930474,14546986.75
561,1261.21373,1.819976508,2050275.921,6.891558362,15530985.91
562,1250.83782,2.161176137,4102675.85,7.015488614,22280385.55
563,1234.25126,1.997095038,4418888.516,6.855424803,20010822.42
564,1223.15502,1.770830797,2055012.067,6.738423726,11458175.94
565,1234.28277,1.95396499,1736257.672,6.816054474,10676374.12
566,1225.23703,1.811063862,996987.7436,6.63775976,7710255.71
567,1237.15043,1.881830989,1693328.215,6.83114356,13108898.52
568,1224.71029,2.452789156,2471713.818,6.907984706,13129542.52
569,1233.88794,2.043358715,2247727.557,6.909853622,12643845.78
570,1234.55159,1.992389949,2506095.061,6.906654983,11979573.98
571,1222.20187,1.86472116,3304409.51,6.723586113,16344138.66
572,1199.96317,1.96534997,3316238.258,6.85770043,15573176.15
573,1198.43827,1.759989336,2307130.458,6.829699982,12438132.61
574,1172.38941,1.778434075,1888105.733,6.82791473,9775437.11
575,1152.86792,1.639766447,1940420.268,6.789889545,15565588.4
576,1152.86792,1.629261102,1941575.794,6.789118617,15565588.4
577,1104.76493,1.964563743,2857010.401,6.739290878,17047440.84
578,1106.40313,1.707411604,1629298.058,6.827478112,10733960.31
579,1112.65255,1.623471728,1151709.392,6.687338033,10057780.92
580,1108.40285,1.825000898,1340705.596,6.725513476,11150177.43
581,1101.99982,1.622091539,1340441.565,6.694567766,8729323.49
582,1171.21276,2.016060299,2290605.22,6.772044029,17973263.96
583,1137.06772,1.635376262,1601073.287,6.64962128,13268002.13
584,1164.01607,1.815460969,1375936.631,6.812756215,13185863.15
585,1155.32385,1.550713344,1112881.149,6.592162036,8992063.45
586,1146.12988,1.52969928,877944.2647,6.590379889,7807261.63
587,1154.69597,1.914645819,1070564.885,6.788042829,5811188.99
588,1145.16293,1.766740595,1212052.619,6.674105996,8524301.35
589,1146.53622,1.782834689,906618.6451,6.49113249,6526624.47
590,1140.4969,1.743727479,1340041.78,6.847999407,6597161.14
591,1113.50586,1.979711038,1885798.753,6.922475409,9619728.31
592,1101.14368,1.84643695,2216692.67,6.637869387,10254003.95
593,1059.08116,1.949699833,4636095.521,7.153934588,28051653.97
594,1053.49282,1.753414934,4830697.127,7.111261541,25403069.38
595,1063.63787,1.89992826,3872655.512,6.987618963,18862970.19
596,1119.06817,2.198398943,1704579.994,6.913790379,17892737.27
597,1112.46704,1.30364821,1406137.526,6.6538503,11346529.9
598,1103.7833,1.485788991,1454605.17,6.823671377,9634317.32
599,1110.26814,1.614638885,2235286.686,6.803108206,11773572.95
600,1117.23059,1.490557913,2669853.151,6.877372087,12811116.64
601,1084.57273,1.377298138,3199602.193,6.878301842,16435769.52
602,1121.98392,1.588895803,2651656.394,6.87565154,22570063.29
603,1133.49611,1.650303729,1972478.606,6.653584605,14214993.4
604,1149.85928,1.490111523,1136017.287,6.600096935,9620655.22
605,1157.51206,1.655447303,1127921.493,6.345565349,6599304.31
606,1175.30614,1.45656795,1869403.341,6.759473632,10275555.28
607,1178.00895,1.560787994,2578645.481,6.624668359,14696071.85
608,1145.84014,1.453501374,1704281.44,6.673243397,9663518.62
609,1145.84014,1.453501374,1704281.44,6.673243397,9663518.62
610,1156.26563,1.50584331,1343280.521,6.702829195,9075412.25
611,1179.60903,1.712494746,1570590.917,6.743549994,13247202.63
612,1216.43635,1.615644813,2091632.86,6.875125943,16548636.51
613,1234.57341,1.871856947,1639057.581,6.772231043,17799975.65
614,1251.82799,1.979443956,1882443.823,6.86737759,20152131.57
615,1261.62381,1.443180134,2087594.373,6.737052245,15289889.29
616,1221.40453,1.467247574,2159505.338,6.773160849,14397763.8
617,1228.96514,1.637388149,1250116.182,6.579086542,11630537.76
618,1189.92499,1.36350961,2672004.477,6.792324587,14390052.97
619,1187.54351,1.400350186,1897174.222,6.789252476,11860239.99
620,1111.44774,1.037202665,2433136.708,6.625046798,16635322.93
621,1089.5963,1.029190307,2039509.669,6.590537341,11484100.99
622,1106.57176,1.166503173,2849982.399,6.75714117,17682689.86
623,1134.76642,1.28375498,2217382.455,6.76889322,15725038.57
624,1138.92476,0.940188448,1691624.896,6.534190048,10942325.39
625,1124.82365,1.081244754,907295.9137,6.392558942,6677462.41
626,1115.02202,1.101198405,1371703.269,6.665597815,8396365.31
627,1096.77868,0.963571012,1548699.239,6.675795515,11209976.23
628,1118.2482,1.245681906,1731459.875,6.619757093,12604218.22
629,1153.72611,1.165531584,1981148.165,6.621754631,18871301.67
630,1157.03275,1.38973013,1964648.739,6.757356887,17438190.58
631,1222.89461,1.328727512,2250547.723,6.62723085,22640724.56
632,1194.16585,1.288960387,1602790.293,6.688693225,14901829.12
633,1191.41932,1.214775268,950464.7044,6.516301135,10137234.78
634,1208.22514,1.319927244,1338794.775,6.481464917,10111766.47
635,1181.88665,1.203567833,1181425.95,6.395320629,8936698.82
636,1181.88665,1.200409013,1175201.909,6.390236589,8936698.82
637,1163.58779,1.226765944,1918679.041,6.720052351,11014025.35
638,1138.34567,1.273502449,2033254.884,6.772840814,13821431.75
639,1119.05575,1.282600634,1159698.824,6.649493871,9236519.05
640,1077.47909,1.272226625,2345364.081,6.953052467,21017514.5
641,1011.52422,1.05704286,2466822.098,6.704027279,20890370.58
642,1002.95457,1.00818042,1533909.316,6.44363017,13128957.18
643,1061.99767,0.985415962,1429699.458,6.571777591,11728809.3
644,1103.10561,1.091820316,3445297.795,6.740625366,23865669.47
645,1108.12402,0.943562784,2727794.799,6.666031281,15251226.55
646,1108.99368,0.941028245,2364917.138,6.540091447,15245270.01
647,1089.41947,0.929612427,1835324.226,6.579406839,12298572.16
648,1094.3773,1.024069646,2198567.383,6.610201062,11380422.59
649,1113.27843,0.932902261,1748109.296,6.643951461,13338973.66
650,1120.18266,1.109784827,1399460.568,6.611279865,9071140.86
651,1123.80538,0.909021902,426913.3178,6.255456854,3369607.66
652,1146.76557,1.176826842,1295590.667,6.739535743,10618213.56
653,1151.97837,1.068261621,2005652.078,6.69449484,15745252.14
654,1150.45847,1.09569448,3896990.131,6.917287305,21263261.79
655,1142.21421,0.873270216,2854852.926,6.564188822,13425890.89
656,1113.6832,0.864134943,1079137.445,6.276601563,6965213.45
657,1108.19761,0.927269228,1354887.06,6.506444095,10485679.73
658,1095.62591,1.008026321,1591673.668,6.622211625,9703542.49
659,1108.70998,0.99917166,1846236.634,6.627539939,11027132.54
660,1091.78615,0.951588187,2020147.653,6.564038999,11143663.85
661,1057.08242,0.979376646,1851607.77,6.639902535,11801123.63
662,998.36989,0.797131797,5554495.337,6.69706727,31772985.65
663,989.25741,0.794024697,3205904.778,6.574237237,19363034.74
664,967.96069,0.692912872,9336059.691,6.91329608,49004996.42
665,1024.6923,0.715009932,5629674.289,6.956150849,36636304.84
666,991.66093,0.802808109,1890538.609,6.564478543,15224035.5
667,1015.82307,0.753573213,1590861.475,6.698545005,16734148.29
668,1020.32709,0.840713753,1643168.094,6.645471726,15482215.49
669,984.76648,0.770019824,4680895.233,6.972488434,26598336.37
670,1013.91717,0.805745919,4186097.377,6.654462738,25751023.42
671,1035.71091,1.010488187,4951186.491,7.048628627,25943635.04
672,1033.57655,1.036119089,3539887.512,6.918928906,22568037.85
673,1067.9287,0.945676791,4150150.57,6.763674159,24292752.12
674,1100.10781,0.974424466,2541578.054,6.593977482,17475781.37
675,1090.41725,1.031095921,2034482.477,6.851221406,15547617.27
676,1090.41725,1.031095921,2034482.477,6.851221406,15547617.27
677,1067.60093,0.931261072,2269154.452,6.720932882,17477613.44
678,1071.44003,0.916701076,2959539.2,6.858967836,17999077.76
679,1088.71124,1.013036944,2816358.14,6.788120404,21548067.21
680,1104.55528,1.142973274,1901962.051,6.819259778,17337974.82
681,1100.80497,1.013726175,1250123.29,6.768622296,12541976.97
682,1101.54609,1.243479873,2340382.377,6.877779037,16741249.47
683,1086.29187,1.257902334,1808280.907,6.842056344,14484177.52
684,1112.60565,1.367957555,1751912.324,6.890810685,15620900.32
685,1148.32945,1.465422177,2294104.241,6.876583771,22826895.4
686,1255.55812,1.466543259,4426141.742,6.941817156,51889390.0
687,1259.72215,1.404585241,2289815.811,6.818719671,27513912.55
688,1361.51944,1.387319869,4285822.981,6.929917692,52481862.14
689,1346.47492,1.378798657,2640235.929,6.774458534,34837386.76
690,1374.8988,1.370478496,1969734.174,6.728459499,26111240.33
691,1368.8221,1.459068446,1596957.29,6.72933525,21482335.5
692,1355.12347,1.4495047,3489350.502,6.776097318,29035285.22
693,1374.19577,1.33923814,2334365.456,6.756778419,20819094.17
694,1385.79526,1.307043834,2596189.726,6.893165418,25000329.88
695,1385.79526,1.303451776,2577880.778,6.886317741,25000329.88
696,1391.92816,1.452483333,1574852.738,6.804511361,20198207.18
697,1414.46137,1.335368503,2046568.586,6.800253177,18803105.55
698,1441.32875,1.532518219,2576416.907,6.94077832,31462608.0
699,1462.24596,1.57696532,2905764.341,7.056656183,33886219.7
700,1471.29008,1.53353917,2220525.634,6.915304592,24897208.8
701,1515.26328,1.559722404,2362124.946,6.743603271,27707597.5
702,1511.48583,1.822949534,2658070.968,7.036164851,33305644.1
703,1495.14683,1.515295647,3229651.311,6.95737389,33784008.81
704,1489.47085,1.503989429,2271272.412,6.855433896,27305685.67
705,1535.71443,1.851762892,3784749.146,6.987247068,49653788.2
706,1427.46872,0.98847746,3160989.281,6.609532919,44102683.71
707,1391.95489,1.300635291,2940931.152,6.774096039,25052171.37
708,1351.85239,1.34530733,2519979.396,6.762604545,23433185.12
709,1398.78555,1.267697365,831794.483,6.44921132,13680146.95
710,1398.78555,1.258227855,832170.8924,6.44282964,13680146.95
711,1390.97103,1.20118903,2109310.469,6.722827767,20384441.1
712,1372.33983,1.152481261,1633184.022,6.747911049,15529194.17
713,1352.82131,1.198338865,865548.2691,6.619061893,11936982.6
714,1336.38403,1.317050699,2882649.972,6.907101685,20350542.21
715,1386.05,1.041418431,1237287.002,6.600328637,14527292.74
716,1386.05,1.032859734,1227090.544,6.592563502,14527292.74
717,1386.05,1.029269321,1222762.593,6.589267542,14527292.74
718,1419.42724,1.238003596,2020232.507,6.671917735,23483569.55
719,1398.62366,1.262452629,1203070.299,6.689789719,15774845.55
720,1360.68844,1.172289733,1196085.847,6.650063066,14138896.1
721,1310.32978,1.0123008,1317588.532,6.652431886,14934200.94
722,1306.38261,1.309915074,1502744.593,6.707436976,14431374.8
723,1281.8025,0.916027854,1245791.569,6.582538391,12400332.5
724,947.0924,0.92289719,906810.7664,6.501049605,10230787.2
725,909.37406,1.041400655,1414512.328,6.728083484,17406588.2
726,921.40914,0.915965089,1025780.839,6.458926269,12083483.56
727,928.30212,0.925854548,1169824.642,6.710481547,10523824.62
728,975.77527,1.062680216,1023560.443,6.72576895,11451906.51
729,975.77527,1.062680216,1023560.443,6.72576895,11451906.51
730,975.77527,1.062680216,1023560.443,6.72576895,11451906.51
731,955.29925,0.875410871,690984.3805,6.554954156,7752634.0
732,958.49211,0.874053845,456849.6414,6.317360127,5923038.66
733,964.72668,0.936383797,672711.8179,6.616030571,8958671.13
734,964.72668,0.936383797,672711.8179,6.616030571,8958671.13
735,964.72668,0.936383797,672711.8179,6.616030571,8958671.13
736,929.55951,0.920183847,937612.7824,6.601404641,9709591.47
737,903.18537,0.904040732,503999.0763,6.463160484,7262412.64
738,885.4626,0.863828765,749549.3418,6.624106745,7263297.86
739,884.79456,1.104791215,916227.8351,6.643506458,7851937.35
740,882.53557,0.939601299,823245.2941,6.497455031,8822336.98
741,870.80706,0.871276533,939245.7879,6.43215955,9737519.15
742,864.58997,0.945082466,2553018.673,6.637258964,14079915.91
743,841.31141,0.783876305,1258780.687,6.526523181,12429149.77
744,880.22746,0.778468074,888824.9093,6.489323195,7755248.42
745,818.66443,0.917388373,1140114.716,6.6492847,9517989.35
746,799.74154,0.892458474,532459.9771,6.28773065,4750548.86
747,801.74645,0.765958381,1073676.41,6.622601605,8082385.16
748,766.69995,0.737944494,1506898.613,6.521921973,11064035.81
749,801.35805,0.84441373,1070662.139,6.557656486,8187864.46
750,848.14527,0.878415259,1450995.85,6.660179587,12237740.79
751,849.62748,0.768392349,584677.3981,6.481192243,6487666.72
752,858.1828,0.950508648,1391186.642,6.74011712,12476308.51
753,875.40818,0.938943347,1025471.205,6.700113427,10580917.35
754,884.6865,0.989902693,1862046.95,6.832500542,16321792.92
755,915.83684,1.01544699,887994.616,6.586527407,9827517.49
756,911.41122,1.009207849,791548.807,6.634215225,9287092.64
757,895.24477,1.208390238,1057401.921,6.722221456,10905266.94
758,886.86604,1.092060578,946173.7171,6.588171693,8510091.32
759,905.95707,1.219857514,1735281.58,6.761110486,13237253.31
760,894.25936,1.25169229,891470.6442,6.783761914,9460658.64
761,894.25936,1.25169229,891470.6442,6.783761914,9460658.64
762,894.25936,1.25169229,891470.6442,6.783761914,9460658.64
763,906.56639,0.880402945,793807.4773,6.541846045,8824599.48
764,852.6078,1.085228284,1502585.233,6.857665031,11651093.25
765,857.64658,1.161328612,936412.3608,6.809327234,8982180.49
766,868.18594,1.106881563,432674.7625,6.537266128,4988209.4
767,877.71407,1.299857827,1008621.775,6.673864326,11391960.98
768,902.28361,1.50504694,1739866.029,6.877149469,15775992.53
769,897.17521,1.326676012,1397502.495,6.734582521,14485896.59
770,889.16675,1.269470487,911125.0403,6.796144607,10145448.07
771,916.38691,1.0866367,1979260.324,6.819810542,16362227.45
772,916.62529,1.122147649,1032055.844,6.746898991,10272822.0
773,927.24133,1.014912713,1602388.801,6.7668662,15041164.86
774,950.242,1.135158215,1483257.42,6.827254789,16619270.02
775,943.76083,1.040858576,1941716.095,6.864962086,18988561.77
776,922.97344,1.406733223,1437296.868,6.898028518,12929195.8
777,923.25141,1.285739525,1667422.475,6.850829839,14846640.75
778,924.74417,1.029481379,1404969.347,6.667647989,14712451.03
779,936.27327,1.14454354,4284107.154,6.9399357,21456235.87
780,912.87258,1.040894179,7274190.591,7.035103058,28185581.58
781,891.03166,1.174778087,2477681.291,6.929839892,13614842.45
782,898.6794,1.019529159,2645873.74,6.783546877,13240823.34
783,894.97554,1.048947226,2029606.147,6.879739051,11984942.48
784,884.50834,1.156183493,1881776.34,6.867519613,14523301.36
785,894.2116,1.010173402,2023592.715,6.754326384,13392090.11
786,873.41493,1.03505807,1051746.623,6.730404661,11434222.82
787,871.13965,0.908162733,2324528.488,6.852938681,14686076.53
788,890.02497,0.870286147,1180638.685,6.674666233,9719378.38
789,881.60536,1.049257798,4547864.742,7.026994892,19264436.0
790,892.52842,0.945600289,1066956.022,6.681583992,7524951.28
791,909.23178,0.761864139,1444891.067,6.775466516,9486126.54
792,911.87682,0.769476167,1492644.287,6.602399736,7517975.29
793,885.67368,0.618131838,1077758.532,6.671921688,8075456.17
794,885.67368,0.618145045,1077952.368,6.672049411,8075456.17
795,885.67368,0.618145045,1077952.368,6.672049411,8075456.17
796,897.50182,0.7454551,1950649.915,6.700033904,10044091.45
797,874.29015,0.850315583,1725600.908,6.788608332,11146532.7
798,877.21335,0.977845701,1988283.577,6.826573053,12171842.53
799,896.30533,0.897042877,1277205.036,6.824189508,12760297.53
800,900.35877,0.855616042,1124914.215,6.68364063,8386634.3
801,883.57874,0.830642284,1192030.613,6.464207985,7487766.99
802,862.72101,0.84921291,924298.1735,6.622867477,7597423.73
803,843.07587,0.846028535,1649379.356,6.929300649,17679094.64
804,818.24874,0.829987679,1036908.697,6.763916473,9928442.95
805,838.29795,0.87969007,1354316.792,6.865780619,9039825.69
806,826.36242,0.89100402,1367686.99,6.899049777,8043102.05
807,851.29487,0.899615526,2969084.945,6.863483315,13378547.34
808,904.85515,0.987698419,3486716.709,7.124864195,18630354.73
809,905.02929,0.883024536,2377898.134,6.86966592,12338252.65
810,908.32413,1.080195363,2090344.628,6.780308248,10220763.54
811,925.70356,0.9253586,1852535.778,6.724873572,9840213.53
812,962.63776,1.017824807,3019113.615,6.980750175,19273479.71
813,955.67392,1.147986949,1970583.32,6.922320826,13742580.12
814,954.39299,1.033458855,2004409.098,6.812361578,9693484.15
815,939.85375,1.155668847,2688119.749,6.988869416,12320919.77
816,903.7742,1.0484048,1103664.066,6.681605016,8817432.83
817,922.22347,1.114236841,1226961.971,6.761439348,7611679.66
818,929.92952,1.131043701,1522514.792,6.840405906,11070539.07
819,925.61839,1.170377491,4426042.866,7.040665002,15006533.37
820,918.66924,1.068352607,1557867.067,6.783734862,8601389.77
821,910.9929,0.997100896,1081767.282,6.69651306,7694841.45
822,892.62322,1.111267577,1949360.36,6.903819931,11450404.83
823,894.01505,0.979002876,1464822.861,6.769270995,9638797.78
824,908.00281,1.045380696,2320403.497,6.800504589,12814521.86
825,912.48814,1.066293018,1091770.946,6.821424466,8783714.88
826,912.39166,1.031213152,2793506.881,6.667311198,11949597.88
827,913.90256,1.131772335,1771623.907,6.994422546,10734514.16
828,921.6464,1.050948479,1372045.396,6.699828862,8506779.7
829,908.79473,0.99872784,1426644.895,6.780154449,11984832.85
830,904.76726,1.071734566,2155933.642,6.70263182,10900951.24
831,902.26299,1.049331953,872572.3242,6.697704672,7706722.86
832,891.38149,0.959986936,789635.8291,6.631256703,9440408.18
833,884.89637,0.965786675,1679324.459,6.700519774,11152447.01
834,875.49486,0.971422435,2220475.513,6.92022894,14606237.69
835,880.96201,0.969298567,1325498.315,6.70646425,13376535.87
836,879.03813,1.007772256,1206322.106,6.934536676,14206280.91
837,869.77843,0.972545607,1117402.503,6.695684392,13354798.15
838,869.77843,0.971938223,1116478.436,6.695171405,13354798.15
839,902.29019,0.970846538,920899.8353,6.636235682,10459199.92
840,912.91963,1.087420166,1097950.975,6.739215031,9745611.91
841,915.91196,0.95032394,512239.5446,6.368243262,6054421.19
842,911.07619,1.525223905,1133977.467,6.652276875,13540012.35
843,908.42896,1.044282893,1329904.21,6.61994944,15610652.81
844,914.03562,1.207575735,988800.7005,6.722996294,17457141.29
845,920.58446,1.208161772,702454.82,6.627955257,9925326.09
846,927.68085,1.185630247,994642.7319,6.797306897,10268799.39
847,949.42283,1.271982082,1298104.531,6.920502018,16124508.46
848,962.01612,1.442654094,3639280.129,7.099102968,19571654.73
849,955.80079,1.358215113,853661.5549,6.808152456,10665400.7
850,953.16113,1.46799401,1223804.462,6.845919376,11742153.11
851,949.76087,1.548993144,1112686.57,6.669786929,8698137.3
852,948.61002,1.359425,1897863.043,6.806179302,11977641.63
853,950.49316,0.998920977,1003964.825,6.770804482,10069901.66
854,938.52833,0.862763324,1818023.689,6.789419642,14442802.03
855,938.52833,0.876476699,1858705.676,6.804748101,14442802.03
856,938.52833,0.884193148,1881042.42,6.813164303,14442802.03
857,960.37992,1.052767039,4087696.866,7.123949919,31581881.42
858,958.21199,1.079970341,2161671.736,6.965505364,19255147.49
859,970.48753,1.15858467,3209867.941,7.131041446,24149574.6
860,915.84486,0.992797214,5417422.337,7.177563654,40515935.24
861,896.83931,0.938077954,2343324.128,7.067507099,21084221.22
862,924.34347,1.33955642,2561588.858,7.06743691,16788295.14
863,951.09689,1.497664693,2683964.095,7.097710117,18997815.32
864,953.9581,1.539295154,1304737.759,6.841959754,16431851.47
865,967.28056,1.757614306,2877628.586,7.072334898,20793928.94
866,983.15162,1.423480007,629330.6214,6.583423551,9940732.09
867,970.05391,1.407153077,3335151.405,7.082228556,19804172.85
868,975.9836,1.486892438,2162661.997,6.870297755,12320651.71
869,981.09164,1.469262313,1726484.613,6.832746473,13433722.69
870,981.09164,1.481921542,1749571.92,6.839314937,13433722.69
871,984.95242,1.53788404,3350045.041,7.122084527,19620830.09
872,992.63718,1.515574776,2810302.795,7.007951317,16905954.37
873,1003.39346,1.333808206,1428807.126,6.868999837,13530775.54
874,1009.59169,1.469393962,2781546.043,7.110302703,18191446.83
875,1001.50911,1.452539633,2306191.888,7.082648396,20145587.84
876,1004.36358,1.477743775,1693225.193,6.830303596,18217845.0
877,989.40847,1.77822947,2272129.536,6.959469061,20302710.09
878,1010.98107,1.492950834,1074077.171,6.745489577,14811896.63
879,1000.62203,1.493737857,1236936.924,6.752427088,16727631.45
880,1008.24005,1.434667885,1253805.621,6.862594192,10640833.8
881,1007.78449,1.593062094,748508.2181,6.704059352,9292457.86
882,1003.43941,1.524329867,989644.8969,6.890241521,11687894.39
883,996.67582,1.584932155,870708.3049,6.652282314,9565041.17
884,987.19579,1.757445026,1071077.736,6.827693474,8901161.32
885,995.10086,1.5796381,4675669.61,7.032311415,17182254.52
886,984.67005,1.550199941,2052808.115,6.97569423,10864344.68
887,972.66267,1.524553053,1323141.353,6.634863208,10956637.27
888,989.46808,1.255110469,1384893.264,6.678498011,8917155.07
889,993.68853,1.381980843,1214623.396,6.812180686,10307174.3
