,Merval,Spread,Valor transado (promedio),LIX,Valor transado (suma)
227,672.92351,1.330769543,1064693.999,6.059432024,10035372.15
228,665.98125,1.373325892,1464809.336,6.278963209,10842549.77
229,559.35472,1.493296902,2558076.431,6.505796147,21129538.35
230,534.84161,0.793169307,1779790.634,6.244632558,17781655.51
231,543.26023,1.206218661,979463.839,6.116379378,11598741.76
232,548.35443,1.141587399,737131.7383,6.145076409,8322207.64
233,543.96017,1.399448565,986138.1722,6.159963755,8702174.89
234,563.55348,1.412368348,1200285.158,6.197268321,9116724.5
235,576.92327,1.201198643,1895875.675,6.249034622,13108740.25
236,585.13144,1.320189379,1567863.63,6.300292786,12941154.51
237,592.54809,2.006904057,1498105.428,6.538124865,12507965.05
238,581.6443,1.509366687,1710599.288,6.134667007,14344624.63
239,576.46529,1.162865513,1432139.926,6.232055284,11037323.55
240,553.14943,1.159776082,1526586.068,6.045074075,12407422.92
241,532.01022,1.231637262,943592.6197,6.236124628,7429517.27
242,554.49872,1.555210185,999647.7261,5.943403182,8940088.99
243,586.39667,1.262639827,1440936.817,6.285437322,15180355.11
244,593.33547,1.574156036,995373.1837,6.264910978,8705983.2
245,616.0848,1.41105927,1237110.723,6.226994355,14907288.79
246,628.72697,1.484068089,331162.2285,5.884278825,4480414.16
247,621.09545,1.51107325,1375933.193,6.483329993,11389507.81
248,608.21208,1.69836132,1192845.403,6.310201018,8618433.57
249,611.15681,1.920728055,867635.398,6.383158802,9843291.24
250,602.26827,1.61328154,1181335.869,6.343267274,9527450.35
251,609.34316,1.439260252,1547401.491,6.434257084,12536118.56
252,593.8137,1.624096308,1111217.468,6.323684959,8394130.57
253,592.00675,1.283405773,792205.2971,6.340868204,6403670.31
254,586.46448,1.386425791,1243864.723,6.480659078,8694030.65
255,589.19887,1.178293132,1016442.495,6.451333479,8525890.94
256,589.19887,1.178293132,1016442.495,6.451333479,8525890.94
257,589.19887,1.178293132,1016442.495,6.451333479,8525890.94
258,584.29574,1.061665624,537516.574,6.079064176,5345577.39
259,603.09995,1.241193896,974488.932,6.317779565,9819278.27
260,603.5314,1.491088995,845838.3049,6.232269786,7860340.74
261,592.8855,1.544998587,654065.223,6.274675652,5398623.65
262,586.57868,1.445968914,584144.8709,6.326090263,4629152.43
263,581.77178,1.50543657,721746.8857,6.197211873,6635616.59
264,575.16509,1.73735791,917911.2242,6.187434453,7088691.79
265,585.47873,2.232520399,992499.0988,6.497834049,7985116.02
266,586.89102,1.767231611,593057.3221,6.278901366,5711724.59
267,597.09325,1.780197394,1358585.057,6.540461163,11934650.99
268,592.62538,1.599693269,1222551.25,6.478075338,9451945.42
269,599.97363,1.745683472,965176.004,6.333901847,7498974.68
270,613.89408,1.985430846,930080.7468,6.345399817,8717658.2
271,613.89408,1.982284464,922645.1264,6.343519952,8717658.2
272,619.53462,2.07834586,1097646.492,6.47636375,10262652.05
273,615.96831,1.848670038,781356.2812,6.284312619,10351715.47
274,623.25672,1.580831964,1192932.088,6.515075018,11960589.29
275,622.85696,1.101418456,940600.7968,6.233845208,8938024.41
276,641.32944,1.304993249,1207969.055,6.480937852,13417600.88
277,650.13626,1.987882346,1203932.964,6.652456867,11990066.64
278,650.13626,1.985648654,1194811.387,6.651274111,11990066.64
279,657.98983,1.557260281,969548.4456,6.318279535,12944150.92
280,646.64625,1.813611829,1662152.113,6.626259829,15227341.97
281,650.74683,2.060888478,1278852.506,6.398119615,8850639.22
282,657.8779,1.450099425,1515932.949,6.466953553,14066016.35
283,657.63068,1.800183152,1090108.236,6.525338429,9817414.39
284,663.1304,1.785196249,490225.5086,6.291008642,8411989.37
285,657.36584,1.350088842,863490.3992,6.395198145,9170629.28
286,649.40754,1.214707498,551275.0656,6.090315397,7421774.71
287,640.6166,1.206409614,1235354.101,6.601462813,9868282.07
288,654.06122,1.520748294,563706.6935,6.047252279,9254202.35
289,654.06122,1.515723792,556872.3155,6.04389473,9254202.35
290,654.06122,1.515723792,556872.3155,6.04389473,9254202.35
291,651.37389,1.448354072,455816.0721,6.147673478,4680625.16
292,675.16029,1.657626238,829075.968,6.33775977,12851205.8
293,687.34878,1.813829903,1207786.247,6.566439392,16211065.16
294,688.7632,2.05757657,881937.4759,6.458476231,13648270.59
295,668.14853,1.486780273,1143333.115,6.189560983,14681600.44
296,691.01157,1.198560621,1021281.143,6.204777515,11898092.18
297,692.54677,1.803589377,1074214.59,6.538629176,9148952.09
298,692.23646,1.332765783,773142.5398,6.044028202,9074438.82
299,692.23646,1.332765783,773142.5398,6.044028202,9074438.82
300,692.23646,1.319746536,752588.9175,6.035768112,9074438.82
301,704.61027,2.01702524,687992.3692,6.45194807,7802250.82
302,693.19543,2.10777459,1798330.415,6.517089425,10448685.63
303,705.71539,1.731146045,1265650.223,6.475635765,11989845.3
304,693.94167,1.861173726,1498928.077,6.675796559,12931255.77
305,699.19543,1.549197159,1223966.625,6.545404074,10775680.71
306,696.64469,1.86236879,821746.1954,6.581920023,8835248.05
307,696.88073,1.756323274,779970.8141,6.361643612,8558242.01
308,696.65036,1.539238597,1263049.335,6.576557894,9309185.97
309,681.07773,1.043861822,1167727.882,6.439272546,13386614.92
310,690.63329,1.259842209,1294086.318,6.560058267,13786018.2
311,717.40479,1.507005742,1546651.58,6.257761466,15236009.76
312,725.12343,1.268284744,1801289.923,6.428681404,16076525.32
313,731.41801,1.596358202,1456122.403,6.405229121,20958371.43
314,745.78615,1.764513033,1237419.061,6.638843553,17223101.13
315,752.67184,1.656075074,1515602.287,6.592952888,15900169.81
316,762.39242,2.096694425,667554.0416,6.315519046,8028795.66
317,762.81174,1.480449868,2503051.396,6.680694317,18913877.0
318,774.12224,1.425858611,1472297.614,6.495790515,14273634.65
319,794.49742,1.824547787,1412518.776,6.434608325,20837002.39
320,786.13421,1.703610234,1520394.535,6.496723498,15712959.51
321,784.71334,1.833154045,1323412.053,6.397662085,12601307.77
322,787.2485,1.080694192,1538728.143,6.454913388,15707583.07
323,786.49211,1.771034293,1122086.96,6.41585687,9914128.97
324,800.25111,1.597932898,926753.9444,6.286754768,12688672.29
325,802.02999,2.547697432,976047.5629,6.342690339,8703608.01
326,845.41328,1.407941371,1509670.955,6.404310146,15530574.38
327,832.66644,1.712298028,1861116.853,6.550331359,24733026.24
328,821.04292,1.741035485,2184164.473,6.626033933,21669338.77
329,819.28772,1.668728647,907231.0368,6.362284782,12512571.29
330,817.80916,1.604457593,1063865.921,6.508130015,10265842.24
331,718.70952,0.805521884,3663343.949,6.72753239,34591761.01
332,746.49951,1.162386927,3996779.453,6.55816313,33393323.73
333,773.84511,1.41711721,3492878.191,6.6653389,33381076.39
334,731.93004,1.310913282,2108899.751,6.576134439,25610131.46
335,731.93004,1.311637446,2117037.592,6.576451473,25610131.46
336,813.72836,1.157510874,3310918.28,6.6189861,38009428.19
337,805.90463,1.093533836,1318954.233,6.267195406,16051331.08
338,817.09522,1.280736148,1574106.613,6.484986596,12953502.28
339,797.02366,0.986240287,1453639.613,6.509084069,17102162.0
340,803.66457,1.422490127,1013102.962,6.233676805,14538717.71
341,803.66947,1.478494353,905775.2478,6.352967385,9997279.01
342,827.49324,0.504847734,1024031.953,6.374691386,11922726.32
343,839.30335,1.801732672,750278.1257,6.377303958,11099262.82
344,834.6152,2.163713248,738428.9569,6.322174116,9860822.58
345,831.39577,1.142065709,220346.6488,5.707142895,3831836.23
346,835.70683,1.82249349,958605.0565,6.514743055,10502223.86
347,858.59938,2.489736879,1484532.05,6.86446201,15026680.21
348,858.59938,2.489736879,1484532.05,6.86446201,15026680.21
349,906.65746,2.186668986,2500956.792,6.884167742,27016049.51
350,918.52679,2.20097246,1874370.067,6.632794623,23478553.23
351,919.11876,2.364721357,2159171.558,6.574767132,18315977.57
352,893.47526,1.870886368,1241395.486,6.523280968,13364365.29
353,883.23295,1.966108444,1217363.573,6.559804628,16075544.52
354,859.16165,1.138725095,1378296.626,6.545266862,13998124.08
355,896.13065,2.321987421,2080173.433,6.773250785,19749866.01
356,864.94917,1.892216168,1962126.812,6.698632896,14856479.06
357,850.50225,1.690484739,2847746.448,6.77148184,25203932.51
358,828.88805,1.697741084,1269518.405,6.317353554,14556560.67
359,840.81807,1.734949957,931330.3137,6.42664881,11779958.85
360,802.95619,1.95425161,1702503.371,6.562964634,19049505.45
361,788.01134,1.503986358,1476881.895,6.32204594,15370221.36
362,849.98656,1.61027013,1706777.271,6.536130618,18091652.57
363,922.62711,1.712759766,2078079.915,6.554070211,31684186.91
364,837.89237,1.803526921,1955955.001,6.431688587,29452323.9
365,848.89617,1.216375925,1690842.613,6.349635038,23176802.82
366,843.27968,1.43560957,1029573.898,6.297210087,11807649.81
367,807.76187,1.933643207,2331969.183,6.753090115,18852332.3
368,815.39317,1.44162355,1381203.695,6.495419768,13890893.0
369,832.62873,1.535658193,1015862.453,6.234105357,12284577.7
370,829.06576,0.8760773,1176223.985,6.358681115,11819784.12
371,821.21538,1.771957442,1206306.139,6.328838995,10154668.32
372,842.41706,2.112145032,2372041.97,6.610868763,16937822.06
373,850.12815,1.499036998,2355393.133,6.481403489,15477416.4
374,828.30417,1.7951186,2366488.305,6.634047832,20656417.32
375,855.8353,2.749770534,3623137.428,6.757729854,25352276.38
376,855.8353,2.750114132,3610065.776,6.756632134,25352276.38
377,871.18933,2.131170958,2006733.88,6.603632192,14294122.08
378,867.1695,2.505085762,2994311.13,6.544278257,19230837.7
379,866.2115,2.301751434,2115188.785,6.786260307,19188768.3
380,889.51591,2.620852829,2088132.934,6.666385319,22688134.46
381,902.6034,2.36387044,2852619.396,6.650245399,22416164.82
382,912.83939,3.007862694,3048205.258,6.782462571,16632509.3
383,936.57063,2.222160176,3144066.591,6.529672729,26742976.42
384,943.87995,2.251573135,1751894.149,6.459460672,18049123.32
385,943.03519,2.253163713,3371425.233,6.722517735,25802654.84
386,954.28629,2.22767869,1469721.009,6.332821523,10868164.74
387,970.58544,1.981166509,4688773.23,6.7469523,29452771.99
388,1010.96045,2.511962291,5411939.565,6.772600401,41663756.58
389,978.17761,1.964443462,4067617.779,6.661630947,26517093.67
390,1009.73876,2.670701667,3164850.859,6.47509746,25423657.37
391,1041.15899,2.401156772,3894748.272,6.732744397,26976813.09
392,1047.12284,2.233879563,3952585.471,6.717748957,26868512.08
393,1060.46276,3.0528008,5112674.254,6.954734387,28320326.62
394,1080.5238,2.283977287,3439123.507,6.771340969,28867492.79
395,1098.49101,2.462314967,5505219.099,6.870375757,29475555.89
396,1086.59962,2.286511804,3788212.285,6.828577282,28002615.09
397,1137.25003,2.811700459,4339800.703,6.704173384,28020755.64
398,1141.38472,2.235925888,4230491.372,6.915086136,28911161.3
399,1143.40632,2.966793707,2968753.131,6.725557572,20677845.05
400,1146.01206,2.978657788,3085719.554,6.899672583,23140424.41
401,1200.98664,2.549075606,3572823.178,6.506547749,25157101.89
402,1205.54481,2.14892185,3898777.005,6.652871931,28728214.91
403,1229.03563,2.155543963,3602781.052,6.710717813,33024256.2
404,1223.53325,1.995258731,2991450.676,6.652082711,26773278.37
405,1261.54175,2.859849937,2818567.858,6.582167072,28629277.12
406,1271.55813,2.381162305,5381696.2,6.975559635,32487645.76
407,1267.20308,2.24537478,4886553.541,6.857674095,32355835.45
408,1163.39327,1.624477669,4833062.169,6.445293457,39627614.35
409,1069.55775,1.376255544,5414324.146,6.475866186,49344518.84
410,1139.99882,1.185154958,5098532.539,6.431106216,35060560.3
411,1080.45688,1.793809287,3784439.22,6.449029277,28208713.52
412,1070.11832,1.86517775,5127623.442,6.736865296,24597568.82
413,1062.95029,1.462410894,3778689.452,6.58031433,24631209.5
414,996.21185,1.65884305,3996354.755,6.571957039,31677640.95
415,989.47051,1.601248234,3527345.605,6.6163434,27666492.5
416,989.47051,1.598957336,3458534.019,6.616258073,27666492.5
417,967.05809,1.444657331,3273985.451,6.55489765,20827233.28
418,947.76146,1.187857756,3568429.689,6.653649341,24442354.49
419,989.22391,1.429361334,3101572.983,6.533170057,21074010.48
420,1062.02544,1.774737443,4460124.677,6.75844805,35307170.94
421,1132.38139,1.742863954,4251383.118,6.696174051,31685775.63
422,1109.40483,1.787555671,5735185.094,6.721997226,30212780.8
423,1081.77428,1.445961926,4039779.772,6.556656412,22156847.17
424,1054.53068,1.473345342,7469346.767,6.74024367,27292643.74
425,1081.01896,1.381623473,4168073.313,6.814692179,17818728.2
426,1064.78928,1.70886814,10539924.76,6.951786501,29458515.45
427,1082.11727,1.947761159,5979749.966,7.077854846,22022092.52
428,1061.76704,1.76577481,3583430.653,6.621495062,14780085.62
429,1098.15914,1.633825193,2734912.403,6.685293264,15962525.85
430,1152.66996,1.856887511,3285931.588,6.67625555,22681136.07
431,1197.99107,2.002948821,4425039.971,6.837179319,33799650.8
432,1160.78485,1.943007281,3844276.961,6.750202882,31296283.47
433,1143.07488,1.579246911,4348594.646,6.931636971,25470034.82
434,1143.07488,1.572463747,4367063.161,6.92697708,25470034.82
435,1117.97419,1.571009345,3707167.649,6.716848902,18954828.26
436,1096.16628,1.484145811,2731797.984,6.581451496,14969846.69
437,1082.61668,1.460640329,3097886.651,6.913142827,14410720.38
438,1062.71782,1.326667621,2707820.13,6.528218548,13110550.86
439,1049.53884,1.539090548,2398631.864,6.496502277,13618237.37
440,1028.30588,1.729607853,3567554.218,6.771774038,15121642.94
441,1026.88738,1.580831176,2157221.923,6.468671571,10836662.44
442,1042.58326,1.41877315,3308210.636,6.702945249,16186771.31
443,1020.07447,1.573419833,2189569.462,6.58435535,10708254.79
444,1026.54787,1.330254403,2918240.362,6.724228436,14265474.3
445,1050.72167,1.882769104,4188160.773,6.733064042,15898196.3
446,1050.72167,1.879351146,4162715.255,6.730652337,15898196.3
